순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1207,009320,대우부품,"2,115","-15","-0.7","167,284","353,912,640","2,130","2,150","2,100","100,772,083,125","0.01","47,646,375",,,
1208,092070,디엔에프,"9,350","0","0.0","106,291","995,338,710","9,450","9,520","9,280","100,623,091,800","0.01","10,761,828",,,
1209,005870,휴니드,"7,110","-30","-0.4","22,006","156,608,840","7,150","7,190","7,060","100,364,866,650","0.01","14,116,015",,,
1210,090740,연이정보통신,"6,270","10","0.2","58,531","363,082,380","6,320","6,320","6,080","100,320,000,000","0.01","16,000,000",,,
1211,288620,에스퓨얼셀,"17,450","300","1.8","18,379","319,077,650","17,200","17,600","17,150","100,238,314,200","0.01","5,744,316",,,
1212,012160,영흥철강,"1,165","0","0.0","170,821","197,998,350","1,160","1,170","1,150","99,987,882,985","0.01","85,826,509",,,
1213,241690,유니테크노,"8,350","200","2.4","21,962","181,955,030","8,260","8,430","8,150","99,594,792,000","0.01","11,927,520",,,
1214,191600,티케이씨,"38,300","-1,100","-2.8","100","3,830,000","38,300","38,300","38,300","99,580,000,000","0.01","2,600,000",,,
1215,225330,씨엠에스에듀,"5,340","-50","-0.9","9,639","51,433,700","5,370","5,390","5,300","99,508,913,520","0.01","18,634,628",,,
1216,005110,한창,"2,860","110","4.0","6,748,738","19,716,213,825","2,750","3,140","2,750","99,500,169,340","0.01","34,790,269",,,
1217,138610,나이벡,"10,000","-50","-0.5","97,213","972,522,150","10,000","10,100","9,970","99,029,790,000","0.01","9,902,979",,,
1218,004450,삼화왕관,"45,950","400","0.9","40","1,849,650","46,300","46,300","45,600","98,993,715,050","0.01","2,154,379",,,
1219,032560,황금에스티,"7,070","0","0.0","9,103","64,232,030","7,010","7,110","7,010","98,980,000,000","0.01","14,000,000",,,
1220,03473K,SK우,"174,500","-500","-0.3","15,549","2,721,573,000","174,000","177,500","174,000","98,790,557,500","0.01","566,135",,,
1221,034810,해성산업,"10,100","-250","-2.4","35,798","363,561,800","10,300","10,350","10,000","98,778,000,000","0.01","9,780,000",,,
1222,134380,미원화학,"45,100","-200","-0.4","401","18,341,650","45,550","45,800","45,100","98,764,670,400","0.01","2,189,904",,,
1223,226360,이엑스티,"3,360","-15","-0.4","107,517","361,018,820","3,405","3,410","3,325","98,622,804,000","0.01","29,352,025",,,
1224,094170,동운아나텍,"6,760","-40","-0.6","172,852","1,156,493,020","6,900","6,900","6,610","98,622,559,360","0.01","14,589,136",,,
1225,065950,웰크론,"3,630","0","0.0","259,588","940,527,495","3,610","3,655","3,600","98,608,626,930","0.01","27,164,911",,,
1226,010600,웰바이오텍,"2,290","150","7.0","2,924,056","6,773,370,460","2,135","2,445","2,120","98,493,142,740","0.01","43,010,106",,,
1227,180060,탑선,"12,300","0","0.0","4,104","49,558,700","12,300","12,350","12,000","98,481,991,800","0.01","8,006,666",,,
1228,025440,대성엘텍,"988","-37","-3.6","868,840","868,837,860","1,025","1,030","987","98,465,406,884","0.01","99,661,343",,,
1229,017040,광명전기,"2,270","35","1.6","99,081","223,368,275","2,235","2,275","2,220","98,376,386,050","0.01","43,337,615",,,
1230,047400,유니온머티리얼,"2,340","10","0.4","172,845","405,146,655","2,320","2,375","2,320","98,280,000,000","0.01","42,000,000",,,
1231,014100,보령메디앙스,"8,320","0","0.0","67,663","568,457,240","8,390","8,520","8,280","98,176,000,000","0.01","11,800,000",,,
1232,060370,KT서브마린,"4,480","-35","-0.8","356,590","1,582,723,860","4,550","4,550","4,305","98,112,000,000","0.01","21,900,000",,,
1233,033530,세종공업,"4,350","-80","-1.8","86,243","378,307,750","4,380","4,440","4,345","98,111,692,200","0.01","22,554,412",,,
1234,091580,상신이디피,"7,740","-100","-1.3","44,147","341,727,270","7,840","7,870","7,660","98,027,487,000","0.01","12,665,050",,,
1235,026150,특수건설,"6,440","240","3.9","512,009","3,212,829,170","6,290","6,450","6,100","97,920,959,920","0.01","15,205,118",,,
1236,900340,윙입푸드,"2,260","90","4.2","6,016,983","13,484,083,845","2,170","2,285","2,160","97,853,606,560","0.01","43,298,056",,,
1237,091340,S&K폴리텍,"8,360","-210","-2.4","952,887","8,102,737,830","8,600","8,800","8,240","97,843,107,560","0.01","11,703,721",,,
1238,115440,우리넷,"10,700","150","1.4","156,266","1,671,890,400","10,650","10,850","10,550","97,765,300,800","0.01","9,136,944",,,
1239,032820,우리기술,"986","5","0.5","2,348,374","2,328,595,613","980","1,010","975","97,691,336,910","0.01","99,078,435",,,
1240,003160,디아이,"3,100","-15","-0.5","41,769","129,721,750","3,115","3,160","3,080","97,640,033,500","0.01","31,496,785",,,
1241,083930,아바코,"6,090","-140","-2.2","131,703","804,596,380","6,180","6,230","6,070","97,418,715,450","0.01","15,996,505",,,
1242,020760,일진디스플,"3,440","5","0.2","121,888","421,671,695","3,500","3,505","3,425","97,401,673,600","0.01","28,314,440",,,
1243,036260,이매진아시아,"2,220","0","0.0","0","0","0","0","0","97,187,539,620","0.01","43,778,171",,,
1244,006910,보성파워텍,"2,115","70","3.4","6,622,559","14,599,335,640","2,045","2,340","2,035","96,982,730,685","0.01","45,854,719",,,
1245,009470,삼화전기,"14,650","350","2.4","26,738","388,392,150","14,400","14,650","14,350","96,892,463,000","0.01","6,613,820",,,
1246,107590,미원홀딩스,"41,550","-400","-1.0","873","36,361,000","41,900","41,900","41,450","96,885,209,700","0.01","2,331,774",,,
1247,033170,시그네틱스,"1,130","25","2.3","921,705","1,032,006,875","1,125","1,130","1,105","96,873,000,470","0.01","85,728,319",,,
1248,063170,서울옥션,"5,720","0","0.0","147,955","851,689,740","5,720","5,820","5,700","96,768,100,000","0.01","16,917,500",,,
1249,020710,시공테크,"4,825","20","0.4","8,053","38,702,025","4,855","4,855","4,785","96,731,455,250","0.01","20,047,970",,,
1250,065510,휴비츠,"8,140","20","0.2","86,273","702,322,100","8,130","8,240","8,100","96,726,569,940","0.01","11,882,871",,,
1251,086960,한컴MDS,"10,950","50","0.5","9,577","104,896,200","10,950","11,050","10,900","96,673,257,600","0.01","8,828,608",,,
1252,900100,뉴프라이드,"975","8","0.8","1,422,047","1,391,822,136","972","1,005","970","96,478,743,075","0.01","98,952,557",,,
1253,021080,에이티넘인베스트,"2,005","5","0.2","249,016","495,583,405","1,995","2,015","1,970","96,240,000,000","0.01","48,000,000",,,
1254,061250,화일약품,"6,640","-10","-0.2","178,423","1,177,818,200","6,690","6,730","6,550","95,688,761,120","0.01","14,410,958",,,
1255,124560,태웅로직스,"5,420","-310","-5.4","943,454","5,238,170,160","5,710","5,740","5,410","95,663,000,000","0.01","17,650,000",,,
1256,085310,엔케이,"1,195","5","0.4","226,556","275,444,205","1,175","1,245","1,175","95,580,105,640","0.01","79,983,352",,,
1257,011150,CJ씨푸드,"2,655","5","0.2","161,354","427,376,730","2,660","2,685","2,630","95,396,202,315","0.01","35,930,773",,,
1258,205100,엑셈,"2,815","-5","-0.2","190,992","537,992,250","2,810","2,850","2,785","95,378,598,495","0.01","33,882,273",,,
1259,067000,조이시티,"8,070","-90","-1.1","4,808","38,752,680","8,160","8,170","8,000","95,091,997,650","0.01","11,783,395",,,
1260,060230,이그잭스,"1,330","-55","-4.0","344,651","466,079,995","1,380","1,405","1,330","94,980,621,330","0.01","71,414,001",,,
1261,041460,한국전자인증,"4,425","-120","-2.6","259,358","1,162,120,415","4,500","4,560","4,425","94,957,176,825","0.01","21,459,249",,,
1262,238200,비피도,"23,150","-350","-1.5","15,651","364,777,600","23,400","23,950","23,000","94,683,500,000","0.01","4,090,000",,,
1263,013310,아진산업,"2,585","-25","-1.0","165,387","430,078,145","2,595","2,640","2,580","94,630,185,870","0.01","36,607,422",,,
1264,001840,이화공영,"4,775","0","0.0","39,942","190,819,855","4,755","4,800","4,755","94,572,504,000","0.01","19,805,760",,,
1265,263700,케어랩스,"14,700","200","1.4","40,457","589,252,800","14,600","14,750","14,400","94,451,542,500","0.01","6,425,275",,,
1266,052190,이에스에이,"2,060","-635","-23.6","50,657,060","104,490,802,410","2,280","2,375","1,890","94,351,108,540","0.01","45,801,509",,,
1267,058850,KTcs,"2,210","15","0.7","122,223","269,399,985","2,195","2,215","2,195","94,333,850,000","0.01","42,685,000",,,
1268,090710,휴림로봇,"1,150","40","3.6","4,351,093","4,955,043,145","1,100","1,175","1,080","94,284,415,200","0.01","81,986,448",,,
1269,002880,대유에이텍,"880","26","3.0","675,425","585,611,768","848","887","848","94,086,068,560","0.01","106,915,987",,,
1270,004440,대림씨엔에스,"7,380","40","0.5","8,472","62,143,810","7,310","7,390","7,260","93,961,768,860","0.01","12,731,947",,,
1271,007590,동방아그로,"6,900","10","0.2","7,014","48,497,140","6,890","6,930","6,890","93,961,281,300","0.01","13,617,577",,,
1272,033340,좋은사람들,"3,140","25","0.8","288,645","905,438,155","3,120","3,165","3,105","93,911,823,360","0.01","29,908,224",,,
1273,010040,한국내화,"4,105","50","1.2","51,513","211,108,720","4,060","4,140","4,060","93,855,209,360","0.01","22,863,632",,,
1274,037330,인지디스플레,"2,135","0","0.0","436,503","930,424,980","2,135","2,160","2,120","93,694,953,240","0.01","43,885,224",,,
1275,083450,GST,"10,050","100","1.0","56,630","565,224,630","9,960","10,100","9,910","93,643,337,250","0.01","9,317,745",,,
1276,004080,신흥,"9,740","40","0.4","706","6,810,720","9,620","9,740","9,550","93,504,000,000","0.01","9,600,000",,,
1277,171010,램테크놀러지,"8,080","-30","-0.4","240,929","1,962,729,650","8,150","8,290","8,010","93,497,962,400","0.01","11,571,530",,,
1278,066130,하츠,"7,290","-100","-1.4","121,022","884,528,950","7,410","7,460","7,240","93,312,000,000","0.01","12,800,000",,,
1279,014280,금강공업,"3,820","-20","-0.5","36,961","141,520,155","3,830","3,880","3,800","93,290,966,580","0.01","24,421,719",,,
1280,170920,엘티씨,"12,400","50","0.4","46,586","569,336,500","12,450","12,450","12,050","93,247,293,200","0.01","7,519,943",,,
1281,094850,참좋은여행,"6,660","70","1.1","42,258","279,908,050","6,590","6,680","6,560","93,240,000,000","0.01","14,000,000",,,
1282,016600,큐캐피탈,"666","23","3.6","30,131,670","21,683,663,977","647","762","632","93,238,882,452","0.01","139,998,322",,,
1283,009730,코센,"1,325","25","1.9","1,546,091","1,951,711,020","1,295","1,360","1,185","93,121,985,800","0.01","70,280,744",,,
1284,005190,동성화학,"17,400","-50","-0.3","4,853","84,170,150","17,450","17,450","17,250","92,838,813,600","0.01","5,335,564",,,
1285,303030,지니틱스,"2,740","-40","-1.4","449,337","1,232,631,610","2,755","2,790","2,725","92,812,362,500","0.01","33,873,125",,,
1286,003610,방림,"2,190","15","0.7","35,072","75,809,890","2,160","2,200","2,140","92,667,857,100","0.01","42,314,090",,,
1287,069460,대호에이엘,"3,410","-60","-1.7","3,102,185","10,462,256,680","3,550","3,560","3,175","92,529,800,990","0.01","27,134,839",,,
1288,018000,유니슨,"988","-22","-2.2","4,603,817","4,785,838,685","1,020","1,085","988","92,477,398,728","0.01","93,600,606",,,
1289,005420,코스모화학,"5,740","-520","-8.3","2,373,126","13,397,085,270","5,450","5,830","5,440","92,476,135,500","0.01","16,110,825",,,
1290,050760,에스폴리텍,"5,660","380","7.2","591,105","3,260,779,430","5,340","5,660","5,290","92,454,277,480","0.01","16,334,678",,,
1291,001470,삼부토건,"679","3","0.4","532,452","361,744,635","681","686","673","92,439,273,885","0.01","136,140,315",,,
1292,013870,지엠비코리아,"4,840","0","0.0","24,386","118,159,780","4,865","4,865","4,825","92,309,835,200","0.01","19,072,280",,,
1293,014710,사조씨푸드,"5,340","80","1.5","48,960","260,090,430","5,300","5,340","5,260","91,947,019,620","0.01","17,218,543",,,
1294,033320,제이씨현시스템,"4,800","25","0.5","100,287","480,364,870","4,780","4,835","4,750","91,749,273,600","0.01","19,114,432",,,
1295,131400,액트,"4,400","45","1.0","50,046","213,867,690","4,355","4,410","4,135","91,694,957,200","0.01","20,839,763",,,
1296,068330,일신바이오,"2,070","-5","-0.2","294,170","611,223,885","2,080","2,105","2,065","91,527,409,800","0.01","44,216,140",,,
1297,267790,배럴,"11,700","150","1.3","100,142","1,181,752,750","11,550","12,100","11,550","91,471,770,000","0.01","7,818,100",,,
1298,006980,우성사료,"2,960","15","0.5","145,266","429,335,310","2,935","2,960","2,930","91,464,000,000","0.01","30,900,000",,,
1299,088910,동우팜투테이블,"3,540","5","0.1","101,931","360,398,150","3,525","3,560","3,520","91,444,444,560","0.01","25,831,764",,,
1300,025560,미래산업,"144","-3","-2.0","7,036,165","1,019,210,543","147","147","144","91,413,849,600","0.01","634,818,400",,,
1301,017370,우신시스템,"4,980","80","1.6","14,456","71,415,920","4,880","4,980","4,880","91,203,988,920","0.01","18,314,054",,,
1302,119650,KC코트렐,"7,000","-20","-0.3","86,061","599,936,290","7,030","7,060","6,900","91,000,000,000","0.01","13,000,000",,,
1303,193250,와이제이엠게임즈,"1,680","0","0.0","214,204","358,589,580","1,680","1,690","1,660","90,967,354,800","0.01","54,147,235",,,
1304,196490,디에이테크놀로지,"1,580","-30","-1.9","547,121","871,563,640","1,610","1,635","1,580","90,795,524,760","0.01","57,465,522",,,
1305,300080,플리토,"17,500","-500","-2.8","108,388","1,915,974,350","18,000","18,100","17,450","90,716,692,500","0.01","5,183,811",,,
1306,012200,계양전기,"2,780","0","0.0","73,383","204,416,900","2,790","2,800","2,770","90,628,000,000","0.01","32,600,000",,,
1307,126870,뉴로스,"3,995","-25","-0.6","120,864","485,977,990","4,020","4,070","3,995","90,532,484,760","0.01","22,661,448",,,
1308,005800,신영와코루,"100,500","700","0.7","25","2,503,100","99,900","101,000","99,900","90,450,000,000","0.01","900,000",,,
1309,900270,헝셩그룹,"1,125","15","1.4","2,827,086","3,157,324,900","1,110","1,125","1,105","90,000,000,000","0.01","80,000,000",,,
1310,318010,팜스빌,"11,350","-200","-1.7","81,806","932,997,250","11,650","11,750","11,150","89,997,986,300","0.01","7,929,338",,,
1311,003080,성보화학,"4,490","-45","-1.0","63,325","283,620,005","4,545","4,570","4,430","89,889,800,000","0.01","20,020,000",,,
1312,019660,글로본,"3,090","-60","-1.9","33,054","104,633,315","3,160","3,160","3,090","89,866,890,240","0.01","29,083,136",,,
1313,078940,코드네이처,"2,980","0","0.0","0","0","0","0","0","89,851,791,840","0.01","30,151,608",,,
1314,025750,한솔홈데코,"1,115","10","0.9","195,836","216,970,035","1,105","1,115","1,095","89,830,141,135","0.01","80,565,149",,,
1315,023450,동남합성,"24,800","-200","-0.8","396","9,776,250","25,000","25,000","24,600","89,820,342,400","0.01","3,621,788",,,
1316,036120,SCI평가정보,"2,530","-45","-1.8","254,556","649,226,470","2,565","2,580","2,530","89,815,000,000","0.01","35,500,000",,,
1317,006740,영풍제지,"4,045","930","29.9","6,207,664","24,197,298,695","3,115","4,045","3,115","89,799,000,000","0.01","22,200,000",,,
1318,042510,라온시큐어,"2,820","-35","-1.2","148,065","421,965,310","2,840","2,885","2,820","89,703,105,840","0.01","31,809,612",,,
1319,263690,디알젬,"7,900","-140","-1.7","34,062","271,045,460","8,000","8,120","7,840","89,472,319,000","0.01","11,325,610",,,
1320,950140,잉글우드랩,"4,500","95","2.2","11,108","49,673,520","4,400","4,505","4,400","89,405,397,000","0.01","19,867,866",,,
1321,002600,조흥,"149,000","-1,000","-0.7","1,001","147,159,000","147,500","149,500","146,500","89,400,000,000","0.01","600,000",,,
1322,092460,한라IMS,"7,600","-80","-1.0","6,216","46,669,880","7,320","7,650","7,320","89,261,832,800","0.01","11,744,978",,,
1323,086040,바이오톡스텍,"6,110","-70","-1.1","96,182","591,224,240","6,200","6,270","6,100","89,130,376,530","0.01","14,587,623",,,
1324,217600,켐온,"1,395","-5","-0.4","140,385","196,209,345","1,395","1,415","1,385","89,086,569,300","0.01","63,861,340",,,
1325,004540,깨끗한나라,"2,385","35","1.5","270,703","642,803,235","2,345","2,420","2,340","88,819,052,805","0.01","37,240,693",,,
1326,086080,다이노나,"5,770","-200","-3.4","5,609","31,459,030","5,620","5,890","5,500","88,722,295,370","0.01","15,376,481",,,
1327,214680,디알텍,"1,810","-10","-0.6","1,474,098","2,688,009,575","1,825","1,845","1,810","88,646,237,820","0.01","48,975,822",,,
1328,080000,에스엔유,"2,575","-25","-1.0","23,376","60,468,830","2,600","2,620","2,575","88,381,390,250","0.01","34,322,870",,,
1329,079190,EMW,"2,780","0","0.0","0","0","0","0","0","88,360,067,660","0.01","31,784,197",,,
1330,041590,젬백스지오,"1,570","-15","-1.0","5,093,910","8,068,955,185","1,575","1,630","1,550","88,224,892,430","0.01","56,194,199",,,
1331,075180,새론오토모티브,"4,595","40","0.9","7,550","34,716,160","4,555","4,650","4,550","88,224,000,000","0.01","19,200,000",,,
1332,006580,대양제지,"3,280","45","1.4","1,355,734","4,648,935,485","3,260","3,625","3,225","88,068,000,000","0.01","26,850,000",,,
1333,145210,세화아이엠씨,"2,990","0","0.0","0","0","0","0","0","87,912,180,330","0.01","29,402,067",,,
1334,065170,넥스트BT,"1,420","-10","-0.7","111,413","158,547,540","1,420","1,440","1,405","87,906,555,500","0.01","61,906,025",,,
1335,174880,장원테크,"2,725","-60","-2.2","1,239,059","3,435,261,455","2,830","2,845","2,700","87,824,049,525","0.01","32,229,009",,,
1336,003547,대신증권2우B,"8,770","0","0.0","7,331","63,986,830","8,790","8,790","8,680","87,700,000,000","0.01","10,000,000",,,
1337,063440,SM Life Design,"1,945","-40","-2.0","3,015,282","5,926,069,165","1,995","1,995","1,935","87,581,704,530","0.01","45,029,154",,,
1338,221840,하이즈항공,"4,945","50","1.0","16,367","80,629,120","4,900","4,990","4,900","87,507,545,815","0.01","17,696,167",,,
1339,052860,아이앤씨,"4,980","-60","-1.2","145,828","721,633,455","5,040","5,040","4,900","87,461,518,920","0.01","17,562,554",,,
1340,140070,서플러스글로벌,"2,360","-5","-0.2","37,714","88,919,410","2,380","2,385","2,345","87,291,680,000","0.01","36,988,000",,,
1341,259630,엠플러스,"16,950","150","0.9","21,930","372,008,600","16,850","17,050","16,750","87,253,735,350","0.01","5,147,713",,,
1342,065450,빅텍,"3,305","25","0.8","2,341,918","7,679,951,755","3,275","3,310","3,225","87,148,758,410","0.01","26,368,762",,,
1343,071970,STX중공업,"3,100","-125","-3.9","264,933","851,075,495","3,250","3,360","3,100","87,053,366,100","0.01","28,081,731",,,
1344,096040,이트론,"249","-5","-2.0","1,460,087","366,023,534","251","256","248","87,050,088,252","0.01","349,598,748",,,
1345,195500,마니커에프앤지,"8,370","-10","-0.1","139,884","1,182,108,910","8,380","8,800","8,280","86,863,860,000","0.01","10,378,000",,,
1346,036000,예림당,"3,770","0","0.0","53,204","200,266,635","3,785","3,795","3,745","86,839,224,290","0.01","23,034,277",,,
1347,285490,노바텍,"17,350","1,750","11.2","545,929","9,397,961,750","15,550","18,050","15,550","86,607,799,400","0.01","4,991,804",,,
1348,016740,두올,"3,185","-15","-0.5","51,441","163,871,295","3,200","3,205","3,165","86,207,375,800","0.01","27,066,680",,,
1349,092200,디아이씨,"2,215","-10","-0.4","45,542","100,482,160","2,220","2,230","2,195","86,138,180,335","0.01","38,888,569",,,
1350,066310,큐에스아이,"10,400","0","0.0","90,130","931,843,850","10,500","10,500","10,250","86,093,592,000","0.01","8,278,230",,,
1351,000850,화천기공,"39,100","-50","-0.1","5,930","231,587,050","39,300","39,300","38,800","86,020,000,000","0.00","2,200,000",,,
1352,044380,주연테크,"804","31","4.0","188,572,317","162,334,293,424","830","962","775","85,828,601,568","0.00","106,751,992",,,
1353,046070,코다코,"2,195","0","0.0","0","0","0","0","0","85,746,041,920","0.00","39,064,256",,,
1354,040300,YTN,"2,040","30","1.5","23,301","46,859,185","2,010","2,050","1,980","85,680,000,000","0.00","42,000,000",,,
1355,002140,고려산업,"3,435","50","1.5","163,076","559,769,335","3,400","3,455","3,390","85,666,924,875","0.00","24,939,425",,,
1356,009780,엠에스씨,"4,860","30","0.6","6,292","30,563,820","4,815","4,880","4,805","85,536,000,000","0.00","17,600,000",,,
1357,060900,케이알피앤이,"916","5","0.6","731,532","654,141,972","911","918","865","85,510,524,516","0.00","93,352,101",,,
1358,214610,미코바이오메드,"7,000","200","2.9","1","7,000","7,000","7,000","7,000","85,406,986,000","0.00","12,200,998",,,
1359,065560,녹원씨엔아이,"5,500","0","0.0","0","0","0","0","0","85,399,572,500","0.00","15,527,195",,,
1360,002300,한국제지,"17,050","150","0.9","2,405","40,963,600","16,950","17,200","16,900","85,334,380,450","0.00","5,004,949",,,
1361,046120,오르비텍,"3,585","-55","-1.5","159,100","572,852,445","3,645","3,650","3,540","85,289,204,205","0.00","23,790,573",,,
1362,105840,우진,"4,215","-45","-1.1","129,386","544,714,225","4,260","4,300","4,175","85,152,416,310","0.00","20,202,234",,,
1363,088130,동아엘텍,"7,800","-160","-2.0","54,852","432,711,490","7,960","8,030","7,800","85,124,769,600","0.00","10,913,432",,,
1364,008600,윌비스,"1,390","-5","-0.4","1,044,158","1,455,928,765","1,400","1,415","1,375","85,082,621,410","0.00","61,210,519",,,
1365,134790,시디즈,"42,500","1,500","3.7","51,351","2,365,336,200","41,050","49,200","41,050","85,000,000,000","0.00","2,000,000",,,
1366,047080,한빛소프트,"3,430","45","1.3","412,468","1,405,561,420","3,400","3,455","3,360","84,994,837,480","0.00","24,779,836",,,
1367,131760,파인텍,"1,980","-150","-7.0","3,151,230","6,368,872,520","2,130","2,130","1,970","84,989,644,740","0.00","42,924,063",,,
1368,056360,코위버,"8,670","-10","-0.1","77,706","675,220,090","8,680","8,800","8,630","84,938,256,000","0.00","9,796,800",,,
1369,012320,경동인베스트,"35,900","-100","-0.3","2,166","78,042,350","36,000","36,500","35,500","84,904,325,700","0.00","2,365,023",,,
1370,094820,일진파워,"5,630","0","0.0","35,612","200,122,970","5,670","5,670","5,580","84,893,131,670","0.00","15,078,709",,,
1371,011560,세보엠이씨,"8,060","100","1.3","6,441","51,730,110","7,960","8,100","7,960","84,871,800,000","0.00","10,530,000",,,
1372,038460,바이오스마트,"4,240","-60","-1.4","26,435","112,198,905","4,300","4,300","4,215","84,861,878,560","0.00","20,014,594",,,
1373,900300,오가닉티코스메틱,"1,490","0","0.0","600,705","893,383,540","1,490","1,505","1,470","84,818,250,000","0.00","56,925,000",,,
1374,048910,대원미디어,"6,740","-20","-0.3","46,231","310,845,380","6,760","6,820","6,700","84,782,096,040","0.00","12,578,946",,,
1375,229000,젠큐릭스,"15,700","-550","-3.4","679","10,555,750","16,200","16,200","15,450","84,665,798,200","0.00","5,392,726",,,
1376,220260,켐트로스,"3,205","65","2.1","236,165","748,862,930","3,145","3,225","3,120","84,365,397,685","0.00","26,323,057",,,
1377,002720,국제약품,"4,555","-10","-0.2","88,568","403,402,560","4,575","4,600","4,530","83,814,368,600","0.00","18,400,520",,,
1378,250930,예선테크,"2,685","-5","-0.2","696,240","1,883,862,250","2,830","2,830","2,600","83,800,031,400","0.00","31,210,440",,,
1379,053700,삼보모터스,"5,250","20","0.4","20,755","108,398,220","5,200","5,250","5,200","83,748,288,750","0.00","15,952,055",,,
1380,255220,SG,"2,280","-80","-3.4","71,158","163,538,950","2,305","2,350","2,265","83,721,661,560","0.00","36,720,027",,,
1381,036170,씨티젠,"2,135","-35","-1.6","346,652","743,261,040","2,155","2,175","2,115","83,512,852,150","0.00","39,116,090",,,
1382,194480,데브시스터즈,"7,450","30","0.4","4,435","33,007,750","7,410","7,520","7,400","83,472,556,500","0.00","11,204,370",,,
1383,009070,KCTC,"2,780","-40","-1.4","13,974","39,049,670","2,820","2,820","2,780","83,400,000,000","0.00","30,000,000",,,
1384,108860,셀바스AI,"3,780","0","0.0","0","0","0","0","0","83,371,472,100","0.00","22,055,945",,,
1385,246710,티앤알바이오팹,"9,970","-30","-0.3","45,268","451,728,580","10,050","10,050","9,900","83,226,469,300","0.00","8,347,690",,,
1386,044960,이글벳,"6,580","120","1.9","283,069","1,842,181,030","6,440","6,580","6,410","83,183,590,140","0.00","12,641,883",,,
1387,065680,우주일렉트로,"8,360","-60","-0.7","10,064","84,196,330","8,420","8,460","8,320","83,050,079,200","0.00","9,934,220",,,
1388,101240,씨큐브,"8,190","10","0.1","28,678","233,703,240","8,110","8,210","8,100","83,031,726,960","0.00","10,138,184",,,
1389,066900,디에이피,"3,640","-40","-1.1","272,659","1,010,901,650","3,690","3,765","3,615","82,789,990,920","0.00","22,744,503",,,
1390,187870,디바이스이엔지,"12,200","550","4.7","51,556","615,684,950","11,750","12,200","11,450","82,740,400,000","0.00","6,782,000",,,
1391,015230,대창단조,"28,950","50","0.2","3,341","96,494,700","28,750","29,050","28,650","82,716,605,850","0.00","2,857,223",,,
1392,024880,케이피에프,"4,735","15","0.3","43,776","206,212,690","4,725","4,740","4,690","82,622,705,395","0.00","17,449,357",,,
1393,263770,유에스티,"3,485","0","0.0","18,762","65,107,945","3,480","3,520","3,430","82,595,099,420","0.00","23,700,172",,,
1394,043090,큐브앤컴퍼니,"2,710","0","0.0","102,508","281,044,285","2,695","2,780","2,695","82,417,547,090","0.00","30,412,379",,,
1395,123410,코리아에프티,"2,960","10","0.3","146,288","432,734,370","2,950","2,985","2,935","82,409,549,440","0.00","27,841,064",,,
1396,083660,CSA 코스믹,"4,170","0","0.0","0","0","0","0","0","82,347,662,970","0.00","19,747,641",,,
1397,297090,씨에스베어링,"8,700","10","0.1","264,543","2,284,525,240","8,680","8,830","8,520","82,314,180,000","0.00","9,461,400",,,
1398,126340,비나텍,"19,350","0","0.0","857","16,141,700","19,150","19,650","16,500","82,301,355,000","0.00","4,253,300",,,
1399,019685,대교우B,"4,235","30","0.7","2,489","10,499,790","4,200","4,255","4,200","82,273,302,650","0.00","19,426,990",,,
1400,168330,내츄럴엔도텍,"3,980","-15","-0.4","87,993","351,939,325","4,050","4,050","3,970","82,249,971,560","0.00","20,665,822",,,
1401,078590,두올산업,"1,470","30","2.1","9,658,372","14,507,362,045","1,470","1,555","1,440","82,246,967,460","0.00","55,950,318",,,
1402,067570,엔브이에이치코리아,"2,815","-5","-0.2","9,380","26,487,215","2,820","2,845","2,815","81,965,700,570","0.00","29,117,478",,,
1403,078860,아이오케이,"1,615","-5","-0.3","195,197","315,341,915","1,625","1,655","1,595","81,962,125,330","0.00","50,750,542",,,
1404,024060,흥구석유,"5,460","-140","-2.5","978,048","5,389,629,130","5,560","5,700","5,420","81,900,000,000","0.00","15,000,000",,,
1405,109860,동일금속,"11,700","50","0.4","4,245","49,350,150","11,600","11,700","11,600","81,900,000,000","0.00","7,000,000",,,
1406,114810,아이원스,"6,100","180","3.0","234,762","1,409,468,190","6,040","6,200","5,780","81,837,105,900","0.00","13,415,919",,,
1407,131100,알이피,"2,795","-55","-1.9","197,893","553,597,745","2,845","2,845","2,770","81,807,089,780","0.00","29,269,084",,,
1408,256840,한국비엔씨,"1,770","35","2.0","364,238","637,360,490","1,735","1,775","1,725","81,798,721,590","0.00","46,213,967",,,
1409,263920,블러썸엠앤씨,"8,650","20","0.2","31,342","270,107,840","8,620","8,680","8,580","81,758,900,400","0.00","9,451,896",,,
1410,139670,키네마스터,"11,650","-100","-0.8","19,031","220,993,950","11,750","11,950","11,300","81,747,013,150","0.00","7,016,911",,,
1411,065350,신성델타테크,"3,370","-15","-0.4","58,138","196,100,900","3,395","3,445","3,345","81,476,830,370","0.00","24,177,101",,,
1412,000300,대유플러스,"773","5","0.6","125,254","96,393,728","761","774","761","81,405,372,080","0.00","105,310,960",,,
1413,084670,동양고속,"28,100","250","0.9","203,632","5,314,354,850","27,850","28,100","27,500","81,365,488,900","0.00","2,895,569",,,
