순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
99,263750,펄어비스,"184,800","1,200","0.6","48,745","8,992,289,000","184,200","187,000","183,200","2,406,650,400,000","0.14","13,023,000",,,
100,047050,포스코인터내셔널,"19,300","-100","-0.5","141,789","2,735,311,700","19,450","19,450","19,200","2,381,140,375,700","0.14","123,375,149",,,
101,011780,금호석유,"76,800","-700","-0.9","139,798","10,706,419,500","78,200","78,700","75,600","2,339,918,668,800","0.14","30,467,691",,,
102,012510,더존비즈온,"77,500","900","1.2","139,218","10,784,102,200","77,200","78,000","76,600","2,299,634,250,000","0.13","29,672,700",,,
103,180640,한진칼,"38,500","350","0.9","694,649","26,428,432,800","38,000","38,600","37,300","2,278,062,633,000","0.13","59,170,458",,,
104,253450,스튜디오드래곤,"77,300","400","0.5","56,593","4,385,905,600","77,500","78,300","77,000","2,171,849,401,000","0.13","28,096,370",,,
105,000060,메리츠화재,"18,450","-300","-1.6","309,074","5,680,746,250","18,800","18,800","18,250","2,097,396,000,000","0.12","113,680,000",,,
106,088350,한화생명,"2,365","-5","-0.2","2,949,484","6,999,804,930","2,380","2,405","2,355","2,054,073,450,000","0.12","868,530,000",,,
107,036490,SK머티리얼즈,"192,000","1,300","0.7","22,269","4,280,674,800","190,700","193,200","190,700","2,025,153,216,000","0.12","10,547,673",,,
108,032500,케이엠더블유,"50,100","1,700","3.5","893,204","44,400,611,500","48,900","50,300","48,700","1,994,144,127,600","0.12","39,803,276",,,
109,145020,휴젤,"385,000","-400","-0.1","11,855","4,563,314,500","382,100","388,900","380,100","1,971,109,525,000","0.11","5,119,765",,,
110,007310,오뚜기,"542,000","-14,000","-2.5","6,061","3,311,485,000","558,000","558,000","542,000","1,954,038,454,000","0.11","3,605,237",,,
111,000080,하이트진로,"27,600","-50","-0.2","244,550","6,790,744,500","27,800","28,250","27,450","1,935,687,663,600","0.11","70,133,611",,,
112,069960,현대백화점,"82,500","-300","-0.4","69,858","5,771,922,700","83,400","83,400","82,300","1,930,701,382,500","0.11","23,402,441",,,
113,047040,대우건설,"4,625","25","0.5","653,255","3,017,252,775","4,650","4,665","4,585","1,922,254,700,750","0.11","415,622,638",,,
114,017800,현대엘리베이,"69,600","800","1.2","192,620","13,412,451,800","69,100","70,300","69,000","1,893,073,646,400","0.11","27,199,334",,,
115,000880,한화,"25,250","-50","-0.2","128,776","3,247,174,500","25,350","25,450","25,050","1,892,708,058,750","0.11","74,958,735",,,
116,011790,SKC,"49,250","1,050","2.2","156,431","7,692,342,800","48,500","49,500","48,350","1,848,576,833,750","0.11","37,534,555",,,
117,020150,일진머티리얼즈,"39,650","200","0.5","173,108","6,834,287,900","39,650","39,900","39,000","1,828,294,607,750","0.11","46,110,835",,,
118,005385,현대차우,"75,000","-500","-0.7","58,011","4,364,692,900","75,500","75,900","75,000","1,826,751,375,000","0.11","24,356,685",,,
119,012450,한화에어로스페이스,"35,350","300","0.9","183,924","6,467,978,600","35,050","35,400","34,850","1,822,646,000,000","0.11","51,560,000",,,
120,051600,한전KPS,"40,450","-350","-0.9","140,428","5,695,674,000","40,800","41,250","40,250","1,820,250,000,000","0.11","45,000,000",,,
121,010620,현대미포조선,"45,550","-900","-1.9","184,883","8,480,626,100","46,750","46,950","45,550","1,819,364,886,950","0.11","39,942,149",,,
122,084990,헬릭스미스,"84,100","200","0.2","157,824","13,249,115,700","84,100","84,400","83,500","1,801,008,900,800","0.10","21,415,088",,,
123,026960,동서,"18,050","50","0.3","39,922","719,297,600","18,100","18,100","17,900","1,799,585,000,000","0.10","99,700,000",,,
124,009420,한올바이오파마,"34,100","-200","-0.6","881,813","29,505,548,450","32,250","34,500","32,050","1,781,405,755,800","0.10","52,240,638",,,
125,034230,파라다이스,"19,300","-50","-0.3","382,907","7,366,358,950","19,400","19,400","19,000","1,755,193,569,600","0.10","90,942,672",,,
126,039490,키움증권,"79,400","700","0.9","64,741","5,128,616,800","78,900","79,900","78,600","1,754,719,356,000","0.10","22,099,740",,,
127,086900,메디톡스,"298,800","-300","-0.1","44,093","13,198,467,000","300,000","301,800","297,000","1,737,548,892,000","0.10","5,815,090",,,
128,004800,효성,"81,600","-300","-0.4","69,441","5,675,298,600","81,500","82,000","81,400","1,719,395,640,000","0.10","21,071,025",,,
129,138040,메리츠금융지주,"12,200","100","0.8","78,644","950,199,850","12,100","12,200","11,950","1,710,736,630,800","0.10","140,224,314",,,
130,007700,F&F,"110,000","500","0.5","84,566","9,415,337,500","111,000","112,500","109,000","1,694,000,000,000","0.10","15,400,000",,,
131,240810,원익IPS,"33,900","-750","-2.2","575,061","19,441,840,450","34,950","34,950","33,500","1,663,944,243,900","0.10","49,083,901",,,
132,204320,만도,"35,350","-350","-1.0","220,148","7,743,377,400","35,750","35,850","34,900","1,659,934,192,000","0.10","46,957,120",,,
133,010120,LS산전,"54,300","-400","-0.7","38,840","2,105,225,900","54,700","54,700","53,700","1,629,000,000,000","0.09","30,000,000",,,
134,051905,LG생활건강우,"762,000","-4,000","-0.5","5,383","4,126,232,000","772,000","772,000","762,000","1,599,969,114,000","0.09","2,099,697",,,
135,056190,에스에프에이,"44,350","-500","-1.1","68,208","3,035,108,900","44,850","44,900","44,150","1,592,553,506,000","0.09","35,908,760",,,
136,031430,신세계인터내셔날,"222,000","-5,500","-2.4","36,329","8,157,504,000","228,500","229,500","221,500","1,585,080,000,000","0.09","7,140,000",,,
137,006260,LS,"48,150","550","1.2","104,331","4,994,608,050","47,800","48,150","47,350","1,550,430,000,000","0.09","32,200,000",,,
138,111770,영원무역,"34,750","-50","-0.1","66,095","2,286,114,000","35,000","35,000","34,350","1,539,823,513,000","0.09","44,311,468",,,
139,010060,OCI,"64,000","1,000","1.6","88,107","5,615,910,700","63,400","64,200","63,100","1,526,359,744,000","0.09","23,849,371",,,
140,069620,대웅제약,"131,500","0","0.0","12,780","1,678,582,500","131,500","132,500","130,500","1,523,634,612,500","0.09","11,586,575",,,
141,001740,SK네트웍스,"6,010","70","1.2","740,117","4,431,167,170","5,970","6,020","5,940","1,491,607,758,470","0.09","248,187,647",,,
142,006280,녹십자,"127,000","1,500","1.2","17,294","2,185,287,500","126,000","127,000","125,000","1,484,190,326,000","0.09","11,686,538",,,
143,009240,한샘,"62,700","400","0.6","47,829","3,001,386,900","63,000","63,500","62,100","1,475,577,285,600","0.09","23,533,928",,,
144,036830,솔브레인,"83,300","1,000","1.2","235,324","19,857,618,600","83,700","86,300","82,900","1,449,275,974,300","0.08","17,398,271",,,
145,098460,고영,"102,800","-2,400","-2.3","63,436","6,556,784,100","106,500","106,900","102,000","1,409,588,562,800","0.08","13,711,951",,,
146,140410,메지온,"161,800","6,600","4.2","202,432","32,396,783,500","157,000","162,900","154,500","1,408,623,033,600","0.08","8,705,952",,,
147,004370,농심,"231,500","-1,500","-0.6","10,623","2,463,015,500","232,500","234,000","231,500","1,408,131,623,000","0.08","6,082,642",,,
148,214320,이노션,"69,600","0","0.0","26,637","1,850,451,000","70,200","70,200","68,900","1,392,000,000,000","0.08","20,000,000",,,
149,068760,셀트리온제약,"40,000","1,500","3.9","358,270","14,209,110,000","38,700","40,550","38,700","1,363,564,200,000","0.08","34,089,105",,,
150,011210,현대위아,"50,000","1,150","2.4","121,172","6,003,443,000","48,950","50,000","48,650","1,359,754,150,000","0.08","27,195,083",,,
151,095700,제넥신,"57,200","-500","-0.9","62,323","3,564,037,500","57,800","58,000","56,700","1,358,802,988,400","0.08","23,755,297",,,
152,078340,컴투스,"105,600","-1,400","-1.3","33,302","3,546,580,900","107,200","107,500","105,500","1,358,693,952,000","0.08","12,866,420",,,
153,064350,현대로템,"15,900","50","0.3","481,392","7,685,687,000","15,950","16,150","15,800","1,351,500,000,000","0.08","85,000,000",,,
154,120110,코오롱인더,"49,850","600","1.2","103,647","5,136,884,750","50,100","50,200","49,050","1,344,895,174,000","0.08","26,978,840",,,
155,000240,한국테크놀로지그룹,"14,400","100","0.7","40,059","572,228,850","14,400","14,400","14,150","1,339,490,491,200","0.08","93,020,173",,,
156,051915,LG화학우,"169,000","1,500","0.9","21,448","3,637,438,500","168,500","171,500","168,500","1,299,407,200,000","0.08","7,688,800",,,
157,181710,NHN,"66,100","-1,400","-2.1","65,364","4,374,197,800","67,400","68,400","66,100","1,293,248,152,500","0.08","19,565,025",,,
158,082270,젬백스,"33,600","850","2.6","1,852,026","61,783,369,250","32,900","34,000","32,600","1,288,484,332,800","0.07","38,347,748",,,
159,139130,DGB금융지주,"7,390","-70","-0.9","673,506","4,985,863,120","7,450","7,450","7,380","1,249,987,705,870","0.07","169,145,833",,,
160,013890,지누스,"86,400","-100","-0.1","42,727","3,671,917,200","86,800","86,800","85,500","1,227,463,113,600","0.07","14,206,749",,,
161,067630,에이치엘비생명과학,"25,850","2,750","11.9","6,837,454","170,892,505,450","23,000","26,250","22,800","1,216,435,160,050","0.07","47,057,453",,,
162,114090,GKL,"19,450","300","1.6","86,359","1,672,304,850","19,250","19,450","19,200","1,203,092,781,500","0.07","61,855,670",,,
163,014680,한솔케미칼,"104,500","0","0.0","49,226","5,166,666,000","105,000","107,500","103,000","1,180,347,877,500","0.07","11,295,195",,,
164,000990,DB하이텍,"26,550","750","2.9","1,002,000","26,485,240,900","26,300","26,950","25,800","1,178,782,511,400","0.07","44,398,588",,,
165,003520,영진약품,"6,440","-130","-2.0","926,364","6,019,685,210","6,580","6,640","6,430","1,177,829,187,640","0.07","182,892,731",,,
166,020560,아시아나항공,"5,290","0","0.0","637,332","3,391,659,550","5,270","5,390","5,270","1,170,334,705,260","0.07","221,235,294",,,
167,000150,두산,"70,500","-100","-0.1","34,690","2,446,147,300","71,000","71,000","70,200","1,164,930,367,500","0.07","16,523,835",,,
168,004000,롯데정밀화학,"45,100","300","0.7","55,153","2,479,986,100","44,850","45,350","44,650","1,163,580,000,000","0.07","25,800,000",,,
169,042670,두산인프라코어,"5,580","80","1.4","828,432","4,598,172,060","5,520","5,580","5,500","1,161,539,936,820","0.07","208,161,279",,,
170,000670,영풍,"628,000","-2,000","-0.3","645","405,155,000","640,000","640,000","625,000","1,156,801,120,000","0.07","1,842,040",,,
171,034020,두산중공업,"5,710","30","0.5","1,469,730","8,367,168,240","5,720","5,740","5,630","1,154,258,656,250","0.07","202,146,875",,,
172,073240,금호타이어,"4,000","-55","-1.4","390,454","1,569,640,770","4,085","4,085","3,995","1,149,041,148,000","0.07","287,260,287",,,
173,294870,HDC현대산업개발,"26,000","-250","-1.0","220,314","5,750,638,750","26,250","26,450","26,000","1,142,393,720,000","0.07","43,938,220",,,
174,003240,태광산업,"1,023,000","23,000","2.3","1,197","1,224,475,000","1,007,000","1,040,000","1,002,000","1,139,008,200,000","0.07","1,113,400",,,
175,005440,현대그린푸드,"11,650","50","0.4","98,448","1,148,858,700","11,650","11,750","11,550","1,138,257,215,300","0.07","97,704,482",,,
176,039030,이오테크닉스,"92,200","900","1.0","109,322","10,029,481,600","91,900","92,600","91,000","1,135,862,510,000","0.07","12,319,550",,,
177,272210,한화시스템,"10,300","200","2.0","391,198","3,981,404,000","10,100","10,300","10,050","1,135,373,006,700","0.07","110,230,389",,,
